transaction_id,date,amount,transaction_type,status
TXN001554,2022-10-12,6784,outgoing,normal
TXN001555,2023-11-18,6564,incoming,normal
TXN001556,2025-02-03,18913,incoming,normal
TXN001557,2022-06-25,5692,incoming,normal
TXN001558,2021-08-06,4424,incoming,normal
TXN001559,2025-08-05,1075,incoming,normal
TXN001560,2025-09-30,15433,outgoing,normal
TXN001561,2022-09-01,1588,outgoing,normal
TXN001562,2025-12-02,15217,incoming,normal
TXN001563,2022-08-10,12229,outgoing,normal
TXN001564,2023-08-16,6331,outgoing,normal
TXN001565,2024-10-14,12305,outgoing,unsuccessful
TXN001566,2023-10-14,2236,outgoing,normal
TXN001567,2024-10-11,11984,outgoing,normal
TXN001568,2025-06-15,2840,outgoing,normal
TXN001569,2024-08-30,975,incoming,normal
TXN001570,2024-07-04,19995,outgoing,normal
TXN001571,2024-02-06,9289,incoming,normal
TXN001572,2024-10-31,6760,outgoing,normal
TXN001573,2025-04-10,6325,incoming,normal
TXN001574,2021-12-09,11536,incoming,normal
TXN001575,2023-09-28,18048,outgoing,normal
TXN001576,2022-10-01,15676,outgoing,normal
TXN001577,2023-09-12,12844,incoming,normal
TXN001578,2023-02-02,4395,outgoing,normal
TXN001579,2026-02-10,18934,outgoing,normal
TXN001580,2024-09-21,2393,outgoing,unsuccessful
TXN001581,2021-11-21,942,incoming,normal
TXN001582,2022-03-21,6656,outgoing,normal
TXN001583,2021-04-26,7020,incoming,normal
TXN001584,2026-01-11,5265,outgoing,normal
TXN001585,2023-08-27,6950,incoming,normal
TXN001586,2025-09-27,4778,incoming,normal
TXN001587,2023-10-17,11531,incoming,normal
TXN001588,2021-10-26,6554,incoming,normal
TXN001589,2022-03-13,19174,outgoing,normal
TXN001590,2024-10-26,17410,outgoing,normal
TXN001591,2023-11-21,18240,outgoing,normal
TXN001592,2023-08-12,9693,incoming,normal
TXN001593,2023-10-28,13954,incoming,normal
TXN001594,2024-11-24,1332,outgoing,normal
TXN001595,2025-01-20,11938,outgoing,normal
TXN001596,2025-10-23,7983,incoming,normal
TXN001597,2024-12-07,16260,outgoing,normal
TXN001598,2025-11-08,18563,incoming,normal
TXN001599,2025-07-10,19489,incoming,normal
TXN001600,2022-05-15,12430,outgoing,normal
TXN001601,2025-03-01,5937,outgoing,normal
TXN001602,2024-06-09,7204,outgoing,normal
TXN001603,2022-11-24,14684,outgoing,normal
TXN001604,2023-02-26,5852,incoming,normal
TXN001605,2022-03-13,13742,incoming,normal
TXN001606,2021-05-31,8689,outgoing,normal
TXN001607,2022-03-17,3469,incoming,normal
TXN001608,2021-05-11,7501,outgoing,normal
TXN001609,2024-12-11,15602,incoming,normal
TXN001610,2024-05-16,2858,outgoing,normal
TXN001611,2024-10-19,8823,outgoing,normal
TXN001612,2022-11-04,10471,incoming,normal
TXN001613,2025-07-23,14993,outgoing,normal
TXN001614,2023-11-01,8878,outgoing,normal
TXN001615,2025-09-25,14983,outgoing,normal
TXN001616,2021-04-27,10052,outgoing,normal
TXN001617,2023-11-28,5172,outgoing,normal
TXN001618,2022-06-06,18530,incoming,normal
TXN001619,2025-08-04,16641,outgoing,normal
TXN001620,2022-06-28,8974,outgoing,normal
TXN001621,2021-03-01,17534,outgoing,normal
TXN001622,2023-09-26,15881,incoming,normal
TXN001623,2024-10-27,3051,outgoing,normal
TXN001624,2021-07-24,6141,incoming,normal
TXN001625,2026-01-05,11569,incoming,unsuccessful
TXN001626,2024-02-09,7412,incoming,normal
TXN001627,2026-01-25,10882,incoming,normal
TXN001628,2021-09-22,14489,outgoing,normal
TXN001629,2023-04-19,3113,incoming,normal
TXN001630,2024-01-03,18472,incoming,normal
TXN001631,2022-06-10,3704,outgoing,normal
TXN001632,2024-12-27,9299,incoming,normal
TXN001633,2023-08-06,11984,outgoing,normal
TXN001634,2025-10-07,6615,incoming,normal
TXN001635,2021-08-29,3230,incoming,normal
TXN001636,2025-02-08,1323,incoming,normal
TXN001637,2024-10-15,19989,incoming,normal
TXN001638,2022-11-07,15169,outgoing,normal
TXN001639,2021-10-04,9172,outgoing,normal
TXN001640,2022-01-01,4452,incoming,normal
TXN001641,2025-08-31,11663,outgoing,normal
TXN001642,2023-12-07,9926,outgoing,normal
TXN001643,2023-10-27,3692,outgoing,normal
TXN001644,2024-09-19,18459,outgoing,normal
TXN001645,2021-03-20,19033,outgoing,unsuccessful
TXN001646,2024-07-24,2267,incoming,normal
TXN001647,2024-07-27,11822,outgoing,normal
TXN001648,2021-02-28,3083,incoming,unsuccessful
TXN001649,2023-12-11,15276,outgoing,normal
TXN001650,2025-01-21,4085,incoming,normal
TXN001651,2025-12-04,2257,incoming,normal
TXN001652,2025-04-28,6903,outgoing,normal
TXN001653,2023-02-28,17866,outgoing,normal
TXN001654,2025-09-21,9054,incoming,normal
TXN001655,2022-12-30,11768,outgoing,normal
TXN001656,2024-05-02,10214,outgoing,normal
TXN001657,2021-01-17,19128,incoming,normal
TXN001658,2021-02-20,3275,incoming,normal
TXN001659,2021-06-20,1606,outgoing,normal
TXN001660,2025-12-19,19916,outgoing,normal
TXN001661,2021-02-14,13624,incoming,normal
TXN001662,2024-03-20,9020,incoming,normal
TXN001663,2024-07-14,9989,incoming,normal
TXN001664,2025-12-10,18224,outgoing,normal
TXN001665,2024-06-06,14025,outgoing,normal
TXN001666,2023-09-07,6702,outgoing,normal
TXN001667,2023-11-10,18024,incoming,normal
TXN001668,2024-02-18,11989,outgoing,normal
TXN001669,2023-03-02,4588,incoming,normal
TXN001670,2025-12-27,4942,incoming,normal
TXN001671,2023-03-08,1832,outgoing,normal
TXN001672,2023-11-30,4501,outgoing,normal
TXN001673,2024-05-15,593,incoming,normal
TXN001674,2024-12-30,6780,outgoing,normal
TXN001675,2023-09-23,6106,incoming,normal
TXN001676,2022-04-23,8365,incoming,normal
TXN001677,2026-02-15,5965,outgoing,normal
TXN001678,2025-10-06,13270,outgoing,normal
TXN001679,2021-11-28,19123,outgoing,normal
TXN001680,2024-03-25,6861,incoming,normal
TXN001681,2023-09-23,1729,outgoing,normal
TXN001682,2025-09-26,3296,outgoing,normal
TXN001683,2025-09-04,6867,outgoing,normal
TXN001684,2025-08-29,8064,outgoing,normal
TXN001685,2024-12-08,7746,incoming,normal
TXN001686,2021-08-21,11811,incoming,normal
TXN001687,2023-05-05,17564,incoming,normal
TXN001688,2021-07-13,12947,outgoing,normal
TXN001689,2025-03-08,18817,outgoing,normal
TXN001690,2023-08-14,6063,outgoing,normal
TXN001691,2021-02-01,2818,incoming,normal
TXN001692,2023-09-22,4596,outgoing,normal
TXN001693,2024-03-19,14577,incoming,normal
TXN001694,2021-01-08,4171,outgoing,normal
TXN001695,2025-03-15,17963,incoming,normal
TXN001696,2023-12-18,2829,outgoing,normal
TXN001697,2024-09-27,7993,outgoing,normal
TXN001698,2023-05-26,15745,outgoing,normal
TXN001699,2026-01-30,17902,incoming,unsuccessful
TXN001700,2023-04-03,14063,outgoing,normal
TXN001701,2022-05-03,14452,incoming,normal
TXN001702,2021-06-07,2403,outgoing,normal
TXN001703,2025-01-25,11270,incoming,normal
TXN001704,2021-12-13,10277,incoming,normal
TXN001705,2021-09-12,2498,outgoing,normal
TXN001706,2022-03-25,4990,outgoing,normal
TXN001707,2025-11-25,4022,outgoing,normal
TXN001708,2025-04-29,704,incoming,normal
TXN001709,2021-09-19,6256,incoming,normal
TXN001710,2022-09-13,636,outgoing,normal
TXN001711,2022-11-29,16193,incoming,normal
TXN001712,2023-11-17,14188,outgoing,normal
TXN001713,2023-03-28,2668,incoming,normal
TXN001714,2021-01-06,10540,incoming,unsuccessful
TXN001715,2025-01-14,18610,outgoing,normal
TXN001716,2023-08-16,19647,incoming,normal
TXN001717,2024-03-16,14354,outgoing,normal
TXN001718,2023-08-15,2999,outgoing,normal
TXN001719,2021-06-30,11696,outgoing,normal
TXN001720,2025-08-08,5364,incoming,normal
TXN001721,2022-01-25,19802,outgoing,normal
TXN001722,2024-01-19,3833,incoming,normal
TXN001723,2021-11-24,12994,outgoing,normal
TXN001724,2025-11-13,2281,outgoing,normal
TXN001725,2023-03-28,1461,outgoing,normal
TXN001726,2022-04-28,5206,incoming,normal
TXN001727,2023-04-15,14898,incoming,normal
TXN001728,2025-11-30,12707,incoming,normal
TXN001729,2023-05-26,10443,incoming,normal
TXN001730,2021-01-08,14098,incoming,normal
TXN001731,2025-05-30,14486,outgoing,normal
TXN001732,2024-08-20,743,incoming,normal
TXN001733,2023-07-08,12611,incoming,normal
TXN001734,2021-01-11,4011,outgoing,normal
TXN001735,2025-02-23,7006,outgoing,normal
TXN001736,2023-01-01,7602,incoming,normal
TXN001737,2022-08-07,1331,incoming,normal
TXN001738,2022-10-29,19766,incoming,normal
TXN001739,2024-05-13,8938,incoming,normal
TXN001740,2021-12-26,17864,outgoing,normal
TXN001741,2024-10-19,15941,incoming,normal
TXN001742,2024-04-25,13870,incoming,normal
TXN001743,2021-03-13,959,incoming,normal
TXN001744,2023-07-10,9388,outgoing,normal
TXN001745,2024-12-01,13365,outgoing,normal
TXN001746,2021-12-10,11719,outgoing,normal
TXN001747,2021-08-22,7075,outgoing,normal
TXN001748,2025-07-21,13578,incoming,normal
TXN001749,2023-10-06,10851,outgoing,normal
TXN001750,2025-05-23,6277,outgoing,normal
TXN001751,2021-04-19,10993,incoming,normal
TXN001752,2024-09-20,7493,incoming,normal
TXN001753,2026-02-01,4600,outgoing,normal
TXN001754,2021-06-07,12042,outgoing,normal
TXN001755,2021-08-12,3334,incoming,unsuccessful
TXN001756,2021-08-18,3019,incoming,normal
TXN001757,2024-08-08,5866,incoming,normal
TXN001758,2025-12-04,9523,outgoing,normal
TXN001759,2023-01-19,639,incoming,normal
TXN001760,2025-06-16,17185,incoming,normal
TXN001761,2022-11-22,8496,outgoing,normal
TXN001762,2023-04-09,13725,outgoing,normal
TXN001763,2023-04-30,2489,incoming,normal
TXN001764,2021-04-06,7643,outgoing,unsuccessful
TXN001765,2024-03-06,3340,outgoing,normal
TXN001766,2021-08-25,2768,incoming,normal
TXN001767,2025-01-16,3452,outgoing,normal
TXN001768,2021-09-18,14041,incoming,normal
TXN001769,2025-10-31,11877,outgoing,normal
TXN001770,2024-02-12,4378,incoming,unsuccessful
TXN001771,2024-07-05,10771,outgoing,unsuccessful
TXN001772,2021-09-05,19036,outgoing,normal
TXN001773,2023-11-04,730,incoming,normal
TXN001774,2025-06-23,13695,incoming,normal
TXN001775,2025-05-11,14036,incoming,normal
TXN001776,2025-07-11,9910,outgoing,normal
TXN001777,2024-01-02,3137,outgoing,normal
TXN001778,2025-08-10,8348,outgoing,normal
TXN001779,2022-08-30,3267,outgoing,normal
TXN001780,2022-11-11,5797,incoming,normal
TXN001781,2025-05-13,9049,incoming,normal
TXN001782,2024-06-01,12174,incoming,normal
TXN001783,2025-05-06,17841,outgoing,normal
TXN001784,2023-07-02,7488,outgoing,normal
TXN001785,2023-03-13,12605,incoming,normal
TXN001786,2023-07-21,2888,incoming,normal
TXN001787,2025-05-12,4486,incoming,normal
TXN001788,2025-04-21,18953,incoming,normal
TXN001789,2021-05-18,17781,outgoing,normal
TXN001790,2022-07-25,8813,outgoing,normal
TXN001791,2024-06-24,14377,incoming,normal
TXN001792,2021-10-15,4685,outgoing,normal
TXN001793,2025-12-10,17327,incoming,normal
TXN001794,2025-07-24,10925,incoming,normal
TXN001795,2023-12-16,15158,incoming,normal
TXN001796,2022-05-10,1832,incoming,normal
TXN001797,2025-07-25,13010,outgoing,normal
TXN001798,2021-08-25,6805,incoming,unsuccessful
TXN001799,2024-09-08,13531,incoming,normal
TXN001800,2022-10-06,5337,outgoing,unsuccessful
TXN001801,2022-12-07,8709,outgoing,normal
TXN001802,2024-02-09,9941,outgoing,normal
TXN001803,2022-11-27,18852,outgoing,normal
TXN001804,2022-05-26,15824,incoming,normal
TXN001805,2022-03-16,4103,outgoing,normal
TXN001806,2023-06-26,6259,incoming,normal
TXN001807,2022-01-26,17947,incoming,normal
TXN001808,2022-05-26,965,incoming,normal
TXN001809,2021-10-27,4866,incoming,normal
TXN001810,2022-11-18,1876,incoming,normal
TXN001811,2022-10-21,18212,outgoing,normal
TXN001812,2024-08-10,11725,incoming,normal
TXN001813,2023-12-18,14780,incoming,normal
TXN001814,2025-06-06,11593,incoming,normal
TXN001815,2024-08-25,548,outgoing,normal
TXN001816,2021-09-24,12729,incoming,normal
TXN001817,2026-02-03,17478,incoming,normal
TXN001818,2022-07-28,19046,incoming,normal
TXN001819,2025-11-26,18133,incoming,normal
TXN001820,2022-06-23,14527,incoming,unsuccessful
TXN001821,2022-10-27,8930,outgoing,normal
TXN001822,2022-02-27,9797,outgoing,normal
TXN001823,2023-04-07,13122,outgoing,normal
TXN001824,2022-07-14,19729,incoming,normal
TXN001825,2024-06-23,11554,outgoing,normal
TXN001826,2022-03-29,1803,outgoing,normal
TXN001827,2023-09-10,653,incoming,normal
TXN001828,2026-02-04,19309,incoming,unsuccessful
TXN001829,2022-01-31,10031,outgoing,normal
TXN001830,2024-05-24,2835,outgoing,normal
TXN001831,2023-07-03,16399,outgoing,normal
TXN001832,2025-08-10,19794,outgoing,normal
TXN001833,2024-12-17,12546,outgoing,normal
TXN001834,2024-07-17,11202,incoming,normal
TXN001835,2025-05-15,15592,outgoing,normal
TXN001836,2025-06-30,6273,incoming,normal
TXN001837,2024-07-25,15311,outgoing,normal
TXN001838,2024-05-02,10723,incoming,normal
TXN001839,2021-12-05,15200,incoming,normal
TXN001840,2025-02-28,11977,incoming,normal
TXN001841,2021-10-03,10564,outgoing,normal
TXN001842,2025-11-16,18530,incoming,unsuccessful
TXN001843,2025-10-25,10667,outgoing,normal
TXN001844,2021-03-03,4779,incoming,normal
TXN001845,2023-01-09,6926,incoming,unsuccessful
TXN001846,2025-08-30,12758,outgoing,normal
TXN001847,2024-01-28,18303,outgoing,normal
TXN001848,2022-08-13,12167,outgoing,normal
TXN001849,2025-03-06,17570,outgoing,normal
TXN001850,2021-11-25,7598,outgoing,normal
TXN001851,2022-11-21,16065,incoming,normal
TXN001852,2023-12-13,11247,incoming,normal
TXN001853,2021-05-21,13319,incoming,normal
TXN001854,2024-05-09,12946,incoming,normal
TXN001855,2025-08-07,6967,outgoing,unsuccessful
TXN001856,2021-03-09,1565,incoming,unsuccessful
TXN001857,2023-08-15,5751,outgoing,normal
TXN001858,2024-08-24,19857,outgoing,normal
TXN001859,2023-07-04,17262,outgoing,normal
TXN001860,2024-06-12,17640,incoming,normal
TXN001861,2022-08-18,10084,outgoing,normal
TXN001862,2024-08-02,17371,incoming,normal
TXN001863,2022-02-05,9286,outgoing,normal
TXN001864,2021-09-08,17670,outgoing,unsuccessful
TXN001865,2022-08-20,17339,incoming,normal
TXN001866,2025-04-09,7276,outgoing,normal
TXN001867,2025-06-25,17600,outgoing,normal
TXN001868,2022-08-25,6355,incoming,normal
TXN001869,2021-07-22,18015,outgoing,normal
TXN001870,2024-01-30,18080,incoming,normal
TXN001871,2025-08-30,5917,incoming,normal
TXN001872,2024-07-14,7712,incoming,unsuccessful
TXN001873,2023-05-29,18043,outgoing,normal
TXN001874,2025-07-08,7491,outgoing,normal
TXN001875,2024-08-21,3441,outgoing,normal
TXN001876,2023-01-28,13397,incoming,normal
TXN001877,2021-11-27,4890,outgoing,normal
TXN001878,2025-09-29,15569,outgoing,normal
TXN001879,2024-01-07,12920,incoming,normal
TXN001880,2025-07-08,3630,incoming,unsuccessful
TXN001881,2022-09-25,6488,incoming,normal
TXN001882,2022-11-20,8888,outgoing,unsuccessful
TXN001883,2022-10-28,8704,outgoing,normal
TXN001884,2023-11-02,13637,incoming,normal
TXN001885,2024-12-26,3833,outgoing,normal
TXN001886,2023-12-02,12590,incoming,normal
TXN001887,2025-09-02,519,outgoing,normal
TXN001888,2025-07-08,7645,outgoing,normal
TXN001889,2021-08-30,3334,incoming,normal
TXN001890,2024-12-02,17784,outgoing,normal
TXN001891,2022-04-09,2575,outgoing,normal
TXN001892,2021-06-13,13083,outgoing,normal
TXN001893,2021-01-11,3178,outgoing,normal
TXN001894,2025-06-17,7880,outgoing,normal
TXN001895,2025-06-26,3334,incoming,normal
TXN001896,2021-02-12,12296,incoming,normal
TXN001897,2023-03-27,14155,incoming,normal
TXN001898,2021-07-15,18617,outgoing,normal
TXN001899,2025-04-30,3289,outgoing,normal
TXN001900,2021-03-12,5203,outgoing,normal
TXN001901,2025-10-24,13489,incoming,normal
TXN001902,2024-05-10,18693,outgoing,normal
TXN001903,2022-02-26,17494,incoming,unsuccessful
TXN001904,2025-09-05,11207,incoming,normal
TXN001905,2021-12-03,808,outgoing,normal
TXN001906,2025-06-26,11634,incoming,normal
TXN001907,2023-02-22,8715,outgoing,normal
TXN001908,2023-03-21,15042,outgoing,normal
TXN001909,2025-10-26,11045,incoming,normal
TXN001910,2024-05-25,3016,outgoing,normal
TXN001911,2022-10-10,1550,outgoing,normal
TXN001912,2021-11-28,4181,incoming,normal
TXN001913,2022-03-18,1846,incoming,normal
TXN001914,2023-04-24,19983,incoming,normal
TXN001915,2021-11-20,15627,incoming,normal
TXN001916,2023-08-07,4346,outgoing,unsuccessful
TXN001917,2022-08-06,18779,outgoing,normal
TXN001918,2026-01-04,11147,incoming,normal
TXN001919,2023-02-18,12383,outgoing,normal
TXN001920,2022-04-16,6440,incoming,normal
TXN001921,2025-08-08,2943,outgoing,unsuccessful
TXN001922,2025-05-01,11914,incoming,normal
TXN001923,2024-04-28,4597,outgoing,normal
TXN001924,2023-05-20,13250,outgoing,normal
TXN001925,2024-11-04,3940,outgoing,normal
TXN001926,2024-10-01,8247,incoming,normal
TXN001927,2023-01-31,5044,outgoing,normal
TXN001928,2022-03-10,17628,incoming,normal
TXN001929,2022-03-26,10125,outgoing,normal
TXN001930,2021-01-17,5641,incoming,normal
TXN001931,2022-03-31,5553,outgoing,normal
TXN001932,2024-07-19,3787,outgoing,normal
TXN001933,2023-06-17,2498,outgoing,normal
TXN001934,2021-02-25,13995,outgoing,normal
TXN001935,2022-02-26,18842,outgoing,normal
TXN001936,2025-07-24,4454,outgoing,normal
TXN001937,2021-04-20,3147,outgoing,normal
TXN001938,2021-08-03,15444,incoming,unsuccessful
TXN001939,2024-10-22,8840,incoming,normal
TXN001940,2024-02-25,5256,incoming,normal
TXN001941,2022-07-22,12934,outgoing,normal
TXN001942,2024-04-14,12026,outgoing,normal
TXN001943,2022-03-03,18216,incoming,unsuccessful
TXN001944,2024-09-19,11824,incoming,normal
TXN001945,2024-01-03,6134,outgoing,normal
TXN001946,2021-08-15,14484,outgoing,normal
TXN001947,2023-04-28,14542,outgoing,normal
TXN001948,2024-01-24,8085,outgoing,normal
TXN001949,2023-06-18,14337,incoming,normal
TXN001950,2023-05-24,10385,incoming,normal
TXN001951,2023-06-30,3280,outgoing,normal
TXN001952,2021-08-30,1485,outgoing,normal
TXN001953,2024-01-29,5621,outgoing,normal
TXN001954,2021-02-25,18820,outgoing,normal
TXN001955,2025-03-05,5164,incoming,normal
TXN001956,2024-07-20,16496,incoming,normal
TXN001957,2023-05-22,11280,outgoing,normal
TXN001958,2022-08-06,17609,incoming,normal
TXN001959,2021-09-17,14010,outgoing,normal
TXN001960,2021-01-14,14222,incoming,normal
TXN001961,2022-01-31,14040,incoming,normal
TXN001962,2021-05-16,19910,incoming,normal
TXN001963,2023-05-19,8775,outgoing,normal
TXN001964,2022-04-27,18463,outgoing,normal
TXN001965,2025-05-29,10363,outgoing,normal
TXN001966,2025-03-02,8331,incoming,normal
TXN001967,2024-01-29,1255,outgoing,normal
TXN001968,2024-06-20,981,incoming,normal
TXN001969,2025-09-18,12327,outgoing,normal
TXN001970,2022-08-21,15789,outgoing,normal
TXN001971,2024-10-29,15910,incoming,normal
TXN001972,2023-08-21,2684,outgoing,normal
TXN001973,2024-06-29,10294,outgoing,normal
TXN001974,2021-11-02,15162,incoming,normal
TXN001975,2021-04-17,12240,outgoing,normal
TXN001976,2022-10-10,1305,outgoing,normal
TXN001977,2024-05-12,11589,incoming,unsuccessful
TXN001978,2023-08-11,11967,outgoing,normal
TXN001979,2022-06-15,13675,outgoing,normal
TXN001980,2021-11-26,12015,incoming,normal
TXN001981,2021-01-30,3783,incoming,normal
TXN001982,2023-02-28,5506,incoming,normal
TXN001983,2026-02-15,12327,outgoing,normal
TXN001984,2022-10-17,6266,incoming,normal
TXN001985,2021-12-16,7507,outgoing,normal
TXN001986,2023-02-27,7941,outgoing,normal
TXN001987,2024-12-23,8198,outgoing,normal
TXN001988,2025-02-13,14666,incoming,normal
TXN001989,2026-02-01,3311,outgoing,normal
TXN001990,2025-11-29,4700,outgoing,normal
TXN001991,2021-03-05,14808,outgoing,normal
TXN001992,2022-07-21,3447,outgoing,normal
TXN001993,2024-10-31,544,incoming,normal
TXN001994,2024-03-25,3527,outgoing,normal
TXN001995,2023-04-25,13342,incoming,normal
TXN001996,2022-06-06,6236,outgoing,normal
TXN001997,2023-05-16,15565,outgoing,normal
TXN001998,2024-10-10,13538,outgoing,normal
TXN001999,2021-09-04,19646,incoming,normal
TXN002000,2025-08-05,15493,incoming,normal
TXN002001,2024-10-21,9212,outgoing,normal
TXN002002,2025-01-30,2419,outgoing,normal
TXN002003,2023-01-31,2576,outgoing,normal
TXN002004,2024-11-03,19244,outgoing,normal
TXN002005,2023-11-30,7562,outgoing,normal
TXN002006,2025-01-01,13063,incoming,normal
TXN002007,2023-01-02,17385,incoming,normal
TXN002008,2022-03-08,16813,outgoing,normal
TXN002009,2025-09-11,11570,incoming,normal
TXN002010,2021-06-04,3756,outgoing,normal
TXN002011,2024-04-16,2087,incoming,normal
TXN002012,2023-09-17,15947,incoming,normal
TXN002013,2025-02-12,19458,outgoing,normal
TXN002014,2023-11-01,17861,outgoing,unsuccessful
TXN002015,2024-12-10,17570,incoming,normal
TXN002016,2024-11-13,17517,incoming,unsuccessful
TXN002017,2021-04-02,14145,outgoing,normal
TXN002018,2021-03-11,10963,outgoing,normal
TXN002019,2021-06-25,8484,incoming,normal
TXN002020,2026-01-29,14688,outgoing,normal
TXN002021,2023-11-28,7762,incoming,normal
TXN002022,2023-08-31,19312,incoming,normal
TXN002023,2021-11-08,8771,incoming,normal
TXN002024,2025-05-06,7112,outgoing,normal
TXN002025,2025-10-09,10326,outgoing,normal
TXN002026,2025-04-27,5550,incoming,normal
TXN002027,2024-08-14,13600,incoming,normal
TXN002028,2021-10-31,16725,incoming,normal
TXN002029,2022-08-23,14190,outgoing,normal
TXN002030,2026-01-30,16158,incoming,unsuccessful
TXN002031,2022-07-07,5061,outgoing,normal
TXN002032,2025-04-29,4821,outgoing,normal
TXN002033,2021-08-09,19347,incoming,normal
TXN002034,2022-03-28,4992,incoming,normal
TXN002035,2025-06-29,19208,incoming,normal
TXN002036,2021-02-19,4794,outgoing,normal
TXN002037,2021-08-25,19843,incoming,normal
TXN002038,2021-10-01,3630,incoming,normal
TXN002039,2025-10-10,4402,incoming,normal
TXN002040,2024-09-02,15513,incoming,normal
TXN002041,2023-03-05,5084,outgoing,normal
TXN002042,2023-11-19,19543,incoming,normal
TXN002043,2025-11-09,11308,incoming,normal
TXN002044,2022-05-06,4446,outgoing,normal
TXN002045,2025-08-26,544,outgoing,normal
TXN002046,2022-08-30,945,outgoing,normal
TXN002047,2022-11-14,8837,outgoing,normal
TXN002048,2022-04-11,4848,incoming,normal
TXN002049,2025-10-21,2806,outgoing,normal
TXN002050,2024-09-12,12098,incoming,normal
TXN002051,2021-09-26,7123,incoming,normal
TXN002052,2024-02-29,1690,outgoing,normal
TXN002053,2021-10-08,10788,outgoing,normal
TXN002054,2024-12-31,5682,incoming,normal
TXN002055,2023-03-04,1228,incoming,normal
TXN002056,2025-02-05,4264,incoming,normal
TXN002057,2021-07-11,19417,incoming,normal
TXN002058,2022-07-05,16217,outgoing,normal
TXN002059,2025-01-15,13059,outgoing,normal
TXN002060,2021-06-02,9620,incoming,normal
TXN002061,2024-07-13,4839,outgoing,normal
TXN002062,2021-04-11,10334,incoming,normal
TXN002063,2025-01-02,6466,outgoing,normal
TXN002064,2023-01-19,4151,incoming,normal
TXN002065,2024-03-02,16504,outgoing,normal
TXN002066,2024-10-04,11608,incoming,normal
TXN002067,2021-08-10,6482,outgoing,unsuccessful
TXN002068,2023-08-11,2746,incoming,normal
TXN002069,2022-01-19,18084,incoming,normal
TXN002070,2023-07-09,5230,incoming,normal
TXN002071,2024-06-16,10731,outgoing,normal
TXN002072,2023-06-09,12542,outgoing,normal
TXN002073,2022-11-02,595,incoming,normal
TXN002074,2025-07-31,16578,outgoing,normal
TXN002075,2024-04-28,15551,incoming,normal
TXN002076,2026-02-04,2698,outgoing,unsuccessful
TXN002077,2023-08-29,5736,incoming,unsuccessful
TXN002078,2021-04-01,18282,outgoing,unsuccessful
TXN002079,2021-07-16,4488,incoming,normal
TXN002080,2022-02-11,15604,outgoing,normal
TXN002081,2026-01-27,8218,outgoing,unsuccessful
TXN002082,2024-05-03,15201,outgoing,normal
TXN002083,2025-12-30,8521,incoming,normal
TXN002084,2024-05-09,19320,incoming,normal
TXN002085,2025-01-10,2829,outgoing,normal
TXN002086,2023-09-03,12341,outgoing,normal
TXN002087,2024-06-30,16625,outgoing,normal
TXN002088,2025-12-20,7578,outgoing,normal
TXN002089,2021-03-08,16703,outgoing,normal
TXN002090,2022-06-01,8444,outgoing,normal
TXN002091,2023-07-05,19862,incoming,normal
TXN002092,2024-03-05,17279,incoming,unsuccessful
TXN002093,2024-08-09,2907,outgoing,unsuccessful
TXN002094,2024-08-04,1320,outgoing,normal
TXN002095,2023-06-29,5033,outgoing,normal
TXN002096,2023-01-14,12830,outgoing,normal
TXN002097,2022-10-22,7589,incoming,normal
TXN002098,2022-05-24,15166,outgoing,normal
TXN002099,2023-02-22,7764,outgoing,normal
TXN002100,2023-08-26,12489,incoming,normal
TXN002101,2023-10-01,12239,incoming,unsuccessful
TXN002102,2021-06-06,17909,incoming,normal
TXN002103,2024-09-26,8476,incoming,normal
TXN002104,2023-12-19,3766,outgoing,normal
TXN002105,2025-03-11,19199,outgoing,normal
TXN002106,2026-01-28,16621,incoming,normal
TXN002107,2024-01-26,2384,outgoing,normal
TXN002108,2021-11-01,567,outgoing,unsuccessful
TXN002109,2023-05-12,7703,incoming,normal
TXN002110,2023-09-02,2704,outgoing,unsuccessful
TXN002111,2022-03-10,14369,incoming,normal
TXN002112,2021-07-22,1347,outgoing,normal
TXN002113,2025-01-15,16954,incoming,normal
TXN002114,2022-06-03,4448,outgoing,normal
TXN002115,2024-05-28,16767,outgoing,normal
TXN002116,2021-07-03,14991,outgoing,normal
TXN002117,2023-02-24,3823,incoming,normal
TXN002118,2024-07-27,15182,outgoing,normal
TXN002119,2023-09-14,4370,incoming,normal
TXN002120,2022-08-08,18321,incoming,normal
TXN002121,2023-08-23,18773,outgoing,normal
TXN002122,2021-04-01,11780,outgoing,normal
TXN002123,2025-02-07,1995,incoming,normal
TXN002124,2023-09-02,19991,outgoing,normal
TXN002125,2022-01-09,17807,outgoing,normal
TXN002126,2021-02-15,11367,outgoing,normal
TXN002127,2023-11-06,18656,incoming,normal
TXN002128,2022-08-27,14902,outgoing,unsuccessful
TXN002129,2022-02-05,4156,incoming,normal
TXN002130,2022-03-21,15927,outgoing,normal
TXN002131,2025-06-24,15376,incoming,normal
TXN002132,2025-02-12,3953,incoming,normal
TXN002133,2023-11-12,19539,outgoing,normal
TXN002134,2023-01-11,6437,outgoing,normal
TXN002135,2024-11-21,8151,incoming,normal
TXN002136,2023-05-23,6276,outgoing,normal
TXN002137,2023-10-13,1595,incoming,normal
TXN002138,2021-01-17,15319,incoming,normal
TXN002139,2023-12-18,2512,incoming,normal
TXN002140,2024-08-14,3446,outgoing,normal
