transaction_id,date,amount,transaction_type,is_anomaly
TXN01188,2023-11-24,2614.53,Outgoing,0
TXN01189,2023-01-17,2289.28,Outgoing,0
TXN01190,2025-09-01,4997.18,Outgoing,0
TXN01191,2022-09-22,853.66,Incoming,0
TXN01192,2021-09-02,6798.69,Outgoing,0
TXN01193,2023-08-09,5143.93,Incoming,0
TXN01194,2024-11-30,7993.55,Outgoing,0
TXN01195,2024-11-05,45744.09,Outgoing,1
TXN01196,2021-08-10,7482.65,Outgoing,0
TXN01197,2024-09-28,7302.73,Outgoing,0
TXN01198,2021-02-26,5161.94,Outgoing,0
TXN01199,2021-08-30,5186.52,Outgoing,0
TXN01200,2023-12-21,954.37,Incoming,0
TXN01201,2025-12-08,2430.23,Incoming,0
TXN01202,2023-06-30,7438.15,Outgoing,0
TXN01203,2021-04-13,5735.7,Outgoing,0
TXN01204,2025-12-29,458.48,Outgoing,0
TXN01205,2023-08-11,2005.03,Outgoing,0
TXN01206,2025-05-31,4546.19,Outgoing,0
TXN01207,2024-02-27,84399.05,Incoming,1
TXN01208,2023-08-08,3098.23,Incoming,0
TXN01209,2022-09-26,2131.22,Outgoing,0
TXN01210,2023-02-15,1283.47,Outgoing,0
TXN01211,2025-11-16,5353.39,Incoming,0
TXN01212,2021-05-12,46253.86,Incoming,1
TXN01213,2021-02-14,3319.62,Incoming,0
TXN01214,2025-04-08,837.22,Outgoing,0
TXN01215,2024-03-20,1902.33,Incoming,0
TXN01216,2024-12-28,2493.45,Incoming,0
TXN01217,2024-04-01,5007.34,Incoming,0
TXN01218,2021-09-27,542.31,Outgoing,0
TXN01219,2023-01-12,2922.91,Incoming,0
TXN01220,2025-04-13,7823.37,Outgoing,0
TXN01221,2023-05-29,1450.68,Incoming,0
TXN01222,2022-10-25,5610.41,Incoming,0
TXN01223,2022-03-13,2633.62,Outgoing,0
TXN01224,2023-10-24,2043.9,Incoming,0
TXN01225,2024-01-01,5389.89,Incoming,0
TXN01226,2024-03-11,4127.96,Outgoing,0
TXN01227,2024-09-24,2521.93,Incoming,0
TXN01228,2023-04-04,5986.31,Outgoing,0
TXN01229,2025-03-30,31192.41,Outgoing,1
TXN01230,2022-07-23,2559.8,Incoming,0
TXN01231,2021-09-24,4620.19,Incoming,0
TXN01232,2025-11-23,3947.08,Incoming,0
TXN01233,2025-05-23,3688.3,Incoming,0
TXN01234,2024-03-18,4792.15,Outgoing,0
TXN01235,2024-05-10,3385.39,Outgoing,0
TXN01236,2022-11-19,6475.15,Outgoing,0
TXN01237,2023-03-28,5375.49,Incoming,0
TXN01238,2023-02-07,56027.35,Incoming,1
TXN01239,2021-12-26,31998.79,Incoming,1
TXN01240,2022-04-03,1530.53,Incoming,0
TXN01241,2024-12-17,3499.3,Incoming,0
TXN01242,2025-01-19,6958.89,Outgoing,0
TXN01243,2025-05-04,3314.39,Incoming,0
TXN01244,2022-10-26,5189.75,Incoming,0
TXN01245,2022-05-19,4075.93,Incoming,0
TXN01246,2022-06-01,4232.8,Incoming,0
TXN01247,2023-01-27,4997.27,Incoming,0
TXN01248,2023-05-12,4796.29,Outgoing,0
TXN01249,2025-06-08,2070.31,Incoming,0
TXN01250,2021-11-06,290.26,Incoming,0
TXN01251,2025-07-11,3087.39,Incoming,0
TXN01252,2023-03-22,6434.56,Outgoing,0
TXN01253,2025-08-13,3247.6,Outgoing,0
TXN01254,2023-11-24,6639.91,Outgoing,0
TXN01255,2024-07-09,303.97,Incoming,0
TXN01256,2021-12-16,521.27,Outgoing,0
TXN01257,2025-03-21,4923.95,Outgoing,0
TXN01258,2023-07-15,71211.63,Incoming,1
TXN01259,2025-08-28,6670.93,Outgoing,0
TXN01260,2021-01-10,67855.01,Outgoing,1
TXN01261,2024-06-07,6348.31,Outgoing,0
TXN01262,2024-09-13,1148.34,Outgoing,0
TXN01263,2021-02-18,6510.39,Outgoing,0
TXN01264,2022-02-21,5478.08,Incoming,0
TXN01265,2022-08-22,4308.27,Outgoing,0
TXN01266,2022-11-12,2463.49,Incoming,0
TXN01267,2025-11-05,67976.27,Outgoing,1
TXN01268,2025-12-04,4793.63,Outgoing,0
TXN01269,2021-11-20,2503.94,Outgoing,0
TXN01270,2024-06-21,850.29,Incoming,0
TXN01271,2022-05-05,610.18,Incoming,0
TXN01272,2021-08-15,7442.11,Outgoing,0
TXN01273,2023-05-31,1848.45,Outgoing,0
TXN01274,2025-11-22,5843.6,Incoming,0
TXN01275,2024-01-05,2502.97,Incoming,0
TXN01276,2022-12-07,6528.3,Outgoing,0
TXN01277,2022-12-04,6269.18,Outgoing,0
TXN01278,2021-12-21,7198.13,Outgoing,0
TXN01279,2021-05-10,1099.43,Outgoing,0
TXN01280,2022-03-11,2654.05,Incoming,0
TXN01281,2022-02-21,552.86,Incoming,0
TXN01282,2023-01-22,2232.87,Outgoing,0
TXN01283,2021-06-26,5957.49,Incoming,0
TXN01284,2025-11-22,4277.47,Incoming,0
TXN01285,2022-11-10,5084.48,Outgoing,0
TXN01286,2025-07-27,399.82,Incoming,0
TXN01287,2023-05-19,3095.88,Incoming,0
TXN01288,2025-11-24,463.34,Outgoing,0
TXN01289,2023-04-11,4935.63,Outgoing,0
TXN01290,2022-07-26,131.52,Incoming,0
TXN01291,2025-06-15,2244.94,Incoming,0
TXN01292,2022-05-29,4633.87,Incoming,0
TXN01293,2021-05-26,2631.55,Outgoing,0
TXN01294,2021-11-11,7906.87,Outgoing,0
TXN01295,2024-06-08,2637.39,Incoming,0
TXN01296,2024-05-10,5561.15,Incoming,0
TXN01297,2025-05-02,3103.6,Incoming,0
TXN01298,2022-11-28,394.06,Incoming,0
TXN01299,2022-06-18,1195.3,Incoming,0
TXN01300,2025-11-12,4561.88,Incoming,0
TXN01301,2021-06-04,2068.39,Outgoing,0
TXN01302,2022-11-19,1916.17,Incoming,0
TXN01303,2021-09-10,729.17,Outgoing,0
TXN01304,2021-07-08,274.28,Outgoing,0
TXN01305,2025-06-08,5908.01,Incoming,0
TXN01306,2023-03-30,1895.49,Outgoing,0
TXN01307,2025-10-14,30287.75,Outgoing,1
TXN01308,2023-08-28,55373.38,Outgoing,1
TXN01309,2025-03-28,2591.11,Incoming,0
TXN01310,2022-06-27,3611.03,Outgoing,0
TXN01311,2022-02-21,971.55,Incoming,0
TXN01312,2022-06-30,5005.37,Incoming,0
TXN01313,2023-12-19,5479.77,Incoming,0
TXN01314,2025-05-02,4398.81,Incoming,0
TXN01315,2023-07-23,2884.1,Outgoing,0
TXN01316,2022-09-27,3226.77,Outgoing,0
TXN01317,2024-06-12,604.2,Outgoing,0
TXN01318,2021-03-16,905.11,Incoming,0
TXN01319,2023-09-24,1378.38,Incoming,0
TXN01320,2025-06-29,3350.87,Incoming,0
TXN01321,2023-03-13,1525.74,Outgoing,0
TXN01322,2021-04-13,3243.12,Incoming,0
TXN01323,2024-05-31,3520.94,Incoming,0
TXN01324,2021-01-23,7242.88,Outgoing,0
TXN01325,2025-05-18,1850.07,Incoming,0
TXN01326,2021-08-18,3824.36,Incoming,0
TXN01327,2023-03-05,6533.71,Outgoing,0
TXN01328,2023-01-15,57893.12,Incoming,1
TXN01329,2022-06-08,4035.52,Outgoing,0
TXN01330,2024-05-08,27352.62,Incoming,1
TXN01331,2023-11-25,2153.71,Outgoing,0
TXN01332,2021-10-10,66006.02,Incoming,1
TXN01333,2023-07-25,1871.36,Outgoing,0
TXN01334,2023-09-11,157.98,Incoming,0
TXN01335,2022-10-08,5353.62,Incoming,0
TXN01336,2023-04-08,999.13,Outgoing,0
TXN01337,2021-07-01,664.79,Outgoing,0
TXN01338,2022-02-14,57989.17,Outgoing,1
TXN01339,2023-03-02,543.05,Outgoing,0
TXN01340,2021-09-03,1933.04,Outgoing,0
TXN01341,2021-04-22,2047.42,Incoming,0
TXN01342,2023-08-07,6135.68,Outgoing,0
TXN01343,2022-06-01,7948.9,Outgoing,0
TXN01344,2025-06-11,1632.89,Incoming,0
TXN01345,2024-06-01,7433.06,Outgoing,0
TXN01346,2022-04-14,3448.84,Incoming,0
TXN01347,2024-02-13,2601.79,Incoming,0
TXN01348,2021-01-10,692.2,Outgoing,0
TXN01349,2021-08-24,1349.68,Outgoing,0
TXN01350,2021-06-10,5169.09,Outgoing,0
TXN01351,2025-03-09,726.68,Incoming,0
TXN01352,2021-02-02,5147.81,Outgoing,0
TXN01353,2024-05-25,69009.61,Incoming,1
TXN01354,2025-04-04,1552.78,Outgoing,0
TXN01355,2023-09-16,540.26,Outgoing,0
TXN01356,2025-05-03,3503.16,Incoming,0
TXN01357,2022-06-05,3437.28,Outgoing,0
TXN01358,2022-03-21,1172.51,Outgoing,0
TXN01359,2022-01-27,5348.26,Outgoing,0
TXN01360,2025-10-24,6620.33,Outgoing,0
TXN01361,2024-08-09,5335.25,Outgoing,0
TXN01362,2023-10-25,65594.31,Outgoing,1
TXN01363,2022-04-20,6212.27,Outgoing,0
TXN01364,2022-05-27,5311.66,Incoming,0
TXN01365,2022-09-11,551.16,Incoming,0
TXN01366,2024-04-26,5413.19,Incoming,0
TXN01367,2025-05-12,6901.62,Outgoing,0
TXN01368,2021-04-01,6956.56,Outgoing,0
TXN01369,2025-09-10,2355.32,Incoming,0
TXN01370,2024-12-30,1614.95,Outgoing,0
TXN01371,2023-05-13,7993.63,Outgoing,0
TXN01372,2021-04-23,4450.31,Outgoing,0
TXN01373,2024-12-02,769.54,Outgoing,0
TXN01374,2022-01-26,82670.3,Incoming,1
TXN01375,2024-12-21,4162.6,Incoming,0
TXN01376,2023-03-24,1865.93,Incoming,0
TXN01377,2024-10-23,2157.03,Outgoing,0
TXN01378,2024-08-15,4201.48,Incoming,0
TXN01379,2023-04-23,4945.81,Incoming,0
TXN01380,2023-02-20,3044.85,Incoming,0
TXN01381,2023-04-08,7727.73,Outgoing,0
TXN01382,2021-05-31,5526.93,Outgoing,0
TXN01383,2023-11-24,4272.88,Incoming,0
TXN01384,2023-02-05,4251.05,Incoming,0
TXN01385,2025-01-05,2667.28,Incoming,0
TXN01386,2025-12-21,3819.13,Outgoing,0
TXN01387,2025-11-02,2433.46,Outgoing,0
TXN01388,2024-08-15,3676.12,Incoming,0
TXN01389,2022-12-20,6031.04,Outgoing,0
TXN01390,2024-12-28,62727.27,Incoming,1
TXN01391,2025-09-09,5628.72,Outgoing,0
TXN01392,2025-07-20,3386.7,Outgoing,0
TXN01393,2025-06-16,5247.43,Incoming,0
TXN01394,2024-01-08,3995.24,Incoming,0
TXN01395,2023-11-30,2342.54,Incoming,0
TXN01396,2025-04-17,3717.2,Outgoing,0
TXN01397,2021-09-23,1587.52,Incoming,0
TXN01398,2025-08-02,3377.19,Incoming,0
TXN01399,2021-02-05,2870.52,Outgoing,0
TXN01400,2022-03-01,4556.95,Incoming,0
TXN01401,2022-12-10,5673.81,Outgoing,0
TXN01402,2024-12-02,5500.12,Outgoing,0
TXN01403,2025-11-13,812.2,Incoming,0
TXN01404,2025-07-31,3732.51,Outgoing,0
TXN01405,2021-07-04,2900.91,Incoming,0
TXN01406,2021-11-17,3128.33,Incoming,0
TXN01407,2024-10-26,1653.07,Outgoing,0
TXN01408,2021-12-25,1017.53,Incoming,0
TXN01409,2021-03-07,944.23,Incoming,0
TXN01410,2022-07-02,1173.26,Outgoing,0
TXN01411,2022-11-20,4179.8,Incoming,0
TXN01412,2021-10-11,1711.52,Incoming,0
TXN01413,2022-02-15,4115.85,Incoming,0
TXN01414,2023-05-08,6542.44,Outgoing,0
TXN01415,2022-08-07,4497.05,Outgoing,0
TXN01416,2024-05-21,340.26,Incoming,0
TXN01417,2021-09-27,7678.42,Outgoing,0
TXN01418,2025-10-24,6299.77,Outgoing,0
TXN01419,2024-01-19,3657.93,Outgoing,0
TXN01420,2025-05-04,3411.83,Incoming,0
TXN01421,2022-04-30,4611.57,Incoming,0
TXN01422,2021-08-03,538.1,Incoming,0
TXN01423,2024-06-14,3317.59,Outgoing,0
TXN01424,2025-03-13,27930.55,Outgoing,1
TXN01425,2023-01-15,61343.6,Incoming,1
TXN01426,2024-10-02,6251.57,Outgoing,0
TXN01427,2024-12-02,6366.9,Outgoing,0
TXN01428,2025-10-19,512.95,Incoming,0
TXN01429,2024-12-04,2048.22,Incoming,0
TXN01430,2025-10-27,792.36,Incoming,0
TXN01431,2021-08-22,6842.91,Outgoing,0
TXN01432,2024-10-13,418.93,Incoming,0
TXN01433,2021-07-04,3905.95,Outgoing,0
TXN01434,2022-06-11,767.47,Outgoing,0
TXN01435,2025-10-01,7294.36,Outgoing,0
TXN01436,2024-06-17,418.71,Incoming,0
TXN01437,2024-07-19,4646.77,Incoming,0
TXN01438,2023-04-07,2803.3,Outgoing,0
TXN01439,2021-01-24,4975.95,Incoming,0
TXN01440,2024-09-04,3253.46,Outgoing,0
TXN01441,2025-03-02,5994.71,Incoming,0
TXN01442,2024-10-06,1301.93,Outgoing,0
TXN01443,2022-07-11,59472.4,Incoming,1
TXN01444,2024-05-03,2696.94,Incoming,0
TXN01445,2024-05-10,1527.92,Incoming,0
TXN01446,2023-10-25,4933.04,Incoming,0
TXN01447,2025-07-16,2351.01,Incoming,0
TXN01448,2021-12-08,5285.63,Incoming,0
TXN01449,2025-07-29,2641.56,Outgoing,0
TXN01450,2022-01-16,4939.72,Incoming,0
TXN01451,2023-08-07,2860.77,Incoming,0
TXN01452,2022-07-13,22261.92,Outgoing,1
TXN01453,2022-07-21,4907.68,Incoming,0
TXN01454,2022-02-05,2627.83,Outgoing,0
TXN01455,2021-11-08,2691.59,Outgoing,0
TXN01456,2022-03-13,2805.63,Incoming,0
TXN01457,2024-05-23,724.9,Outgoing,0
TXN01458,2024-04-11,2079.65,Incoming,0
TXN01459,2024-06-25,2159.09,Incoming,0
TXN01460,2021-05-04,2084.0,Outgoing,0
TXN01461,2021-12-29,3943.23,Outgoing,0
TXN01462,2025-01-26,3145.97,Incoming,0
TXN01463,2025-04-13,1952.96,Incoming,0
TXN01464,2021-06-03,3031.76,Incoming,0
TXN01465,2022-11-12,3900.59,Outgoing,0
TXN01466,2023-01-27,3729.39,Outgoing,0
TXN01467,2024-01-05,4415.08,Outgoing,0
TXN01468,2023-06-07,2964.81,Incoming,0
TXN01469,2025-10-10,1550.34,Incoming,0
TXN01470,2023-10-04,2146.47,Outgoing,0
TXN01471,2022-07-25,6750.69,Outgoing,0
TXN01472,2025-03-26,3760.98,Incoming,0
TXN01473,2023-03-18,84415.83,Incoming,1
TXN01474,2024-08-07,350.38,Incoming,0
TXN01475,2022-03-31,3218.12,Incoming,0
TXN01476,2023-12-29,5076.81,Outgoing,0
TXN01477,2025-02-22,2676.59,Outgoing,0
TXN01478,2024-05-26,7027.54,Outgoing,0
TXN01479,2023-10-30,2437.38,Incoming,0
TXN01480,2023-08-20,3669.49,Incoming,0
TXN01481,2022-04-30,4458.51,Incoming,0
TXN01482,2023-11-08,2267.65,Outgoing,0
TXN01483,2022-06-13,39082.39,Outgoing,1
TXN01484,2025-06-21,5939.39,Incoming,0
TXN01485,2022-10-06,7730.52,Outgoing,0
TXN01486,2021-09-04,6110.34,Outgoing,0
TXN01487,2023-09-25,3724.07,Incoming,0
TXN01488,2024-09-22,5836.98,Incoming,0
TXN01489,2021-11-19,854.78,Incoming,0
TXN01490,2025-03-23,4342.49,Outgoing,0
TXN01491,2025-03-01,5117.5,Outgoing,0
TXN01492,2022-01-24,72153.89,Incoming,1
TXN01493,2025-12-21,2073.51,Outgoing,0
TXN01494,2023-10-17,5428.37,Incoming,0
TXN01495,2025-01-16,3873.35,Incoming,0
TXN01496,2021-05-20,1877.56,Incoming,0
TXN01497,2021-07-03,5743.65,Incoming,0
TXN01498,2023-07-21,4912.64,Outgoing,0
TXN01499,2024-04-19,5213.92,Incoming,0
TXN01500,2022-08-18,5170.49,Incoming,0
TXN01501,2025-03-16,39056.0,Incoming,1
TXN01502,2023-07-17,1871.14,Incoming,0
TXN01503,2023-06-09,5970.57,Outgoing,0
TXN01504,2023-11-12,2704.63,Outgoing,0
TXN01505,2022-05-10,7016.9,Outgoing,0
TXN01506,2022-11-07,106.19,Incoming,0
TXN01507,2021-01-17,4809.58,Incoming,0
TXN01508,2025-03-18,2732.1,Incoming,0
TXN01509,2025-05-03,3878.25,Incoming,0
TXN01510,2023-04-19,6545.5,Outgoing,0
TXN01511,2022-03-14,5543.13,Incoming,0
TXN01512,2024-11-12,1631.23,Incoming,0
TXN01513,2021-10-26,1741.78,Outgoing,0
TXN01514,2025-08-26,467.06,Outgoing,0
TXN01515,2021-02-16,5278.01,Incoming,0
TXN01516,2023-11-10,5871.7,Incoming,0
TXN01517,2025-07-19,6741.6,Outgoing,0
TXN01518,2022-05-07,3777.69,Outgoing,0
TXN01519,2024-10-02,2742.81,Incoming,0
TXN01520,2023-07-19,5458.91,Incoming,0
TXN01521,2021-05-14,5515.24,Outgoing,0
TXN01522,2024-06-29,3715.26,Outgoing,0
TXN01523,2023-08-02,3825.65,Outgoing,0
TXN01524,2021-09-08,6344.89,Outgoing,0
TXN01525,2025-12-14,4630.11,Incoming,0
TXN01526,2025-01-26,36559.55,Outgoing,1
TXN01527,2024-06-21,6522.94,Outgoing,0
TXN01528,2021-06-04,4136.29,Incoming,0
TXN01529,2021-08-18,3929.12,Incoming,0
TXN01530,2025-07-08,3341.29,Outgoing,0
TXN01531,2025-03-18,3532.89,Outgoing,0
TXN01532,2024-12-08,2994.35,Outgoing,0
TXN01533,2025-09-06,1325.46,Outgoing,0
TXN01534,2022-05-27,5893.33,Incoming,0
TXN01535,2022-03-29,4749.99,Outgoing,0
TXN01536,2021-12-17,1967.59,Incoming,0
TXN01537,2021-04-07,3741.97,Incoming,0
TXN01538,2024-10-11,3716.1,Incoming,0
TXN01539,2023-12-08,5247.11,Incoming,0
TXN01540,2022-03-07,5582.54,Incoming,0
TXN01541,2024-01-08,594.9,Outgoing,0
TXN01542,2023-07-22,330.66,Incoming,0
TXN01543,2022-04-15,1366.61,Incoming,0
TXN01544,2021-06-10,4094.38,Outgoing,0
TXN01545,2024-04-20,2981.16,Incoming,0
TXN01546,2022-03-11,5005.76,Incoming,0
TXN01547,2024-12-12,2954.27,Incoming,0
TXN01548,2021-01-12,4301.86,Incoming,0
TXN01549,2022-04-25,515.85,Incoming,0
TXN01550,2021-05-15,451.77,Outgoing,0
TXN01551,2023-05-12,504.51,Outgoing,0
TXN01552,2023-05-20,4667.95,Incoming,0
TXN01553,2025-02-04,7288.8,Outgoing,0
TXN01554,2022-01-03,2416.81,Incoming,0
TXN01555,2021-07-19,41554.79,Incoming,1
TXN01556,2024-12-31,4342.54,Outgoing,0
TXN01557,2023-02-04,2504.29,Incoming,0
TXN01558,2021-01-23,1147.53,Incoming,0
TXN01559,2024-07-04,2457.89,Outgoing,0
TXN01560,2024-12-12,3474.85,Outgoing,0
TXN01561,2024-06-08,6198.73,Outgoing,0
TXN01562,2022-03-16,7241.88,Outgoing,0
TXN01563,2024-09-12,1282.61,Incoming,0
TXN01564,2022-12-12,36052.26,Incoming,1
TXN01565,2025-07-21,32454.91,Outgoing,1
TXN01566,2023-01-04,59309.52,Outgoing,1
TXN01567,2021-07-10,1188.77,Outgoing,0
TXN01568,2025-05-15,3994.72,Incoming,0
TXN01569,2024-09-01,759.19,Outgoing,0
TXN01570,2025-06-14,2956.16,Incoming,0
TXN01571,2022-01-25,4607.3,Incoming,0
TXN01572,2025-04-10,1763.98,Incoming,0
TXN01573,2022-05-29,2272.57,Incoming,0
TXN01574,2021-03-14,5123.18,Incoming,0
TXN01575,2021-10-11,3846.63,Incoming,0
TXN01576,2025-03-13,1684.61,Outgoing,0
TXN01577,2021-08-17,255.63,Incoming,0
TXN01578,2024-04-17,6792.92,Outgoing,0
TXN01579,2021-04-17,5632.66,Outgoing,0
TXN01580,2024-12-16,2208.3,Incoming,0
TXN01581,2024-07-23,1818.99,Incoming,0
TXN01582,2021-02-01,700.32,Outgoing,0
TXN01583,2021-02-17,52727.09,Incoming,1
TXN01584,2021-09-23,313.15,Incoming,0
TXN01585,2022-07-25,1820.38,Incoming,0
TXN01586,2021-05-31,1310.72,Outgoing,0
TXN01587,2023-09-23,343.37,Incoming,0
TXN01588,2025-01-13,2926.5,Outgoing,0
TXN01589,2025-03-13,4034.93,Outgoing,0
TXN01590,2022-04-10,2667.36,Incoming,0
TXN01591,2021-08-22,3223.63,Outgoing,0
TXN01592,2022-10-16,1588.37,Incoming,0
TXN01593,2024-05-10,49619.99,Incoming,1
TXN01594,2025-04-17,27268.35,Incoming,1
TXN01595,2021-10-11,3791.02,Incoming,0
TXN01596,2022-01-30,5315.49,Outgoing,0
TXN01597,2024-12-23,675.28,Incoming,0
TXN01598,2022-11-09,2017.82,Outgoing,0
TXN01599,2021-08-30,5959.01,Outgoing,0
TXN01600,2025-05-16,5291.34,Incoming,0
TXN01601,2023-05-10,4287.74,Incoming,0
TXN01602,2021-03-21,548.69,Incoming,0
TXN01603,2024-03-30,2510.69,Outgoing,0
TXN01604,2021-04-27,3830.17,Incoming,0
TXN01605,2021-05-10,5670.32,Outgoing,0
TXN01606,2021-12-02,4976.02,Incoming,0
TXN01607,2022-05-20,1105.34,Outgoing,0
TXN01608,2022-06-07,4890.5,Incoming,0
TXN01609,2023-07-16,4783.6,Outgoing,0
TXN01610,2023-01-13,65837.34,Incoming,1
TXN01611,2025-05-21,1196.14,Incoming,0
TXN01612,2024-10-20,4726.56,Outgoing,0
TXN01613,2023-08-15,294.68,Incoming,0
TXN01614,2021-07-25,4564.73,Incoming,0
TXN01615,2023-09-15,4700.0,Incoming,0
TXN01616,2022-12-08,2858.77,Incoming,0
TXN01617,2021-04-09,7053.98,Outgoing,0
TXN01618,2025-12-06,1753.49,Incoming,0
TXN01619,2025-03-20,5515.18,Incoming,0
TXN01620,2021-02-18,40848.05,Incoming,1
TXN01621,2025-01-20,5914.11,Incoming,0
TXN01622,2025-01-28,7385.17,Outgoing,0
TXN01623,2025-01-07,3171.71,Incoming,0
TXN01624,2023-05-17,210.39,Outgoing,0
TXN01625,2023-04-23,4107.29,Incoming,0
TXN01626,2025-02-21,1625.21,Outgoing,0
TXN01627,2021-08-05,5099.69,Outgoing,0
TXN01628,2022-07-26,896.95,Outgoing,0
TXN01629,2022-11-26,70999.62,Incoming,1
TXN01630,2025-12-25,3315.29,Outgoing,0
TXN01631,2021-11-07,7007.58,Outgoing,0
TXN01632,2023-08-19,2452.07,Incoming,0
TXN01633,2022-07-26,7499.1,Outgoing,0
TXN01634,2022-02-22,5281.33,Incoming,0
TXN01635,2021-12-19,5521.8,Incoming,0
TXN01636,2022-06-04,5219.95,Incoming,0
TXN01637,2023-06-13,180.87,Outgoing,0
TXN01638,2025-06-21,81288.99,Incoming,1
TXN01639,2021-03-15,679.95,Outgoing,0
TXN01640,2022-01-23,3238.55,Incoming,0
TXN01641,2025-07-11,5988.13,Outgoing,0
TXN01642,2025-05-02,3799.44,Incoming,0
TXN01643,2022-09-17,940.36,Outgoing,0
TXN01644,2021-02-28,5446.27,Incoming,0
TXN01645,2024-10-06,1858.38,Outgoing,0
TXN01646,2025-06-14,1353.43,Incoming,0
TXN01647,2024-06-02,119.1,Incoming,0
TXN01648,2025-10-18,4795.72,Incoming,0
TXN01649,2021-11-30,6790.17,Outgoing,0
TXN01650,2021-10-18,2199.93,Incoming,0
TXN01651,2021-01-12,4709.5,Incoming,0
TXN01652,2024-01-08,6145.39,Outgoing,0
TXN01653,2024-08-12,5868.91,Outgoing,0
TXN01654,2025-11-16,6329.85,Outgoing,0
TXN01655,2024-05-29,4548.08,Incoming,0
TXN01656,2021-12-01,1951.06,Incoming,0
TXN01657,2023-12-11,3825.89,Incoming,0
TXN01658,2024-04-20,5283.74,Incoming,0
TXN01659,2021-12-21,4207.33,Outgoing,0
TXN01660,2024-12-20,7509.28,Outgoing,0
TXN01661,2022-11-01,1706.37,Outgoing,0
TXN01662,2021-05-06,2760.64,Outgoing,0
TXN01663,2024-03-21,6710.93,Outgoing,0
TXN01664,2021-09-11,4646.5,Outgoing,0
TXN01665,2025-04-24,4965.0,Outgoing,0
TXN01666,2025-10-17,610.76,Incoming,0
TXN01667,2023-06-23,4690.69,Incoming,0
TXN01668,2021-08-28,1462.63,Incoming,0
TXN01669,2022-09-16,7889.87,Outgoing,0
TXN01670,2022-06-20,5642.89,Incoming,0
TXN01671,2023-09-19,4976.75,Outgoing,0
TXN01672,2021-08-25,3117.71,Incoming,0
TXN01673,2024-11-10,5408.35,Outgoing,0
TXN01674,2021-11-25,7005.6,Outgoing,0
TXN01675,2025-03-13,1385.73,Incoming,0
TXN01676,2025-11-08,4565.38,Incoming,0
TXN01677,2022-01-07,2846.24,Incoming,0
TXN01678,2021-08-23,4154.51,Outgoing,0
TXN01679,2023-08-19,64826.6,Outgoing,1
TXN01680,2023-05-31,5664.28,Incoming,0
TXN01681,2022-10-28,4284.65,Outgoing,0
TXN01682,2025-02-18,5239.95,Incoming,0
TXN01683,2023-04-30,3252.88,Outgoing,0
TXN01684,2022-07-14,3863.68,Incoming,0
TXN01685,2024-08-31,3487.59,Outgoing,0
TXN01686,2022-02-02,1187.44,Incoming,0
TXN01687,2023-07-12,2870.39,Incoming,0
TXN01688,2024-07-29,321.89,Outgoing,0
TXN01689,2021-02-26,4925.5,Incoming,0
TXN01690,2023-12-22,494.38,Incoming,0
TXN01691,2021-07-18,5724.08,Incoming,0
TXN01692,2021-06-28,177.16,Outgoing,0
TXN01693,2023-10-28,297.36,Outgoing,0
TXN01694,2023-04-26,931.1,Outgoing,0
TXN01695,2022-01-19,5009.5,Outgoing,0
TXN01696,2021-08-11,3506.92,Incoming,0
TXN01697,2024-06-03,3193.6,Outgoing,0
TXN01698,2022-05-05,1176.6,Incoming,0
TXN01699,2021-02-22,4548.11,Outgoing,0
TXN01700,2023-11-13,1770.03,Incoming,0
TXN01701,2021-12-04,225.69,Outgoing,0
TXN01702,2023-09-09,1583.44,Incoming,0
TXN01703,2022-12-17,7321.43,Outgoing,0
TXN01704,2025-07-13,2141.64,Outgoing,0
TXN01705,2022-09-23,4962.64,Outgoing,0
TXN01706,2021-08-13,3254.87,Outgoing,0
TXN01707,2023-03-08,3608.56,Incoming,0
TXN01708,2021-02-03,35471.9,Incoming,1
TXN01709,2022-10-09,1790.28,Incoming,0
TXN01710,2025-12-25,2950.33,Incoming,0
TXN01711,2022-12-21,924.42,Outgoing,0
TXN01712,2025-03-09,7832.36,Outgoing,0
TXN01713,2021-10-10,6997.76,Outgoing,0
TXN01714,2025-11-10,1140.11,Incoming,0
TXN01715,2021-08-29,2965.51,Outgoing,0
TXN01716,2021-05-25,1718.03,Incoming,0
TXN01717,2025-04-18,3284.11,Incoming,0
TXN01718,2025-11-03,5314.28,Incoming,0
TXN01719,2025-11-07,7188.34,Outgoing,0
TXN01720,2021-12-18,3836.27,Incoming,0
TXN01721,2021-12-12,611.6,Incoming,0
TXN01722,2025-11-28,5721.83,Outgoing,0
TXN01723,2023-08-23,2957.81,Outgoing,0
TXN01724,2024-06-01,1929.34,Incoming,0
TXN01725,2021-04-16,5281.02,Incoming,0
TXN01726,2024-01-31,6399.78,Outgoing,0
TXN01727,2023-09-08,3564.16,Outgoing,0
TXN01728,2025-06-16,227.58,Incoming,0
TXN01729,2022-09-03,2422.12,Outgoing,0
TXN01730,2024-04-09,4082.15,Outgoing,0
TXN01731,2025-04-24,5825.09,Incoming,0
TXN01732,2025-12-27,3469.51,Incoming,0
TXN01733,2025-01-20,3191.49,Outgoing,0
TXN01734,2023-10-17,601.58,Incoming,0
TXN01735,2024-09-22,2342.89,Outgoing,0
TXN01736,2023-06-09,585.85,Incoming,0
TXN01737,2025-09-06,57624.14,Incoming,1
TXN01738,2023-11-17,5500.4,Incoming,0
